word,emotion,intensity,context,examples,emojis
悲嘆,悲しみ,1.0,喪失,悲嘆に暮れる、悲嘆に沈む、深い悲嘆、悲嘆の叫び、悲嘆を乗り越える,"😭,🖤,💧"
悲痛,悲しみ,1.0,極限,悲痛な叫び、悲痛な決意、悲痛な表情、悲痛な知らせに沈む、悲痛な訴え,"😭,🖤,💧"
地獄,悲しみ,1.0,過酷な状況,通勤ラッシュが地獄、仕事が忙しくて地獄、この世の地獄、地獄のような日々、地獄を味わう,"🔥,😫,💀"
メンタル崩壊,悲しみ,1.0,限界,仕事でメンタル崩壊、完全にメンタル崩壊した、メンタル崩壊寸前、メンタル崩壊を救う、メンタル崩壊の危機,"😫,💔,🔋"
全落ち,悲しみ,1.0,推し活の不運,チケット全落ちで絶望、全落ちして立ち直れない、まさかの全落ちで涙、全落ちの文字がトラウマ、全落ちからが勝負なわけない,"🌑,😭,💔"
消えたい,悲しみ,0.95,深刻な悲しみ,消えたい気持ち、消えたいくらい辛い、消えたいを超えた辛さ、消えたいレベルのしんどさ、消えたいと思う瞬間,"😭,💔,🌑"
ショック,悲しみ,0.9,ニュース・不運,あまりのニュースにショック、ショックすぎて立ち直れない、大好きな店が閉店でショック、ショックな出来事、予想外の結果でショック,"😢,😨,💔"
困憊,悲しみ,0.9,疲労,心身ともに困憊、疲労困憊で動けない、困憊しきった表情、仕事で困憊、困憊した状況,"😫,🔋,💔"
悔恨,悲しみ,0.9,後悔,悔恨の念に駆られる、深い悔恨、悔恨の涙、悔恨の日々、悔恨を込める,"😭,🌊,⌛"
痛恨,悲しみ,0.9,重大なミス,痛恨のミスを犯す、痛恨の極み、痛恨の一撃を食らう、痛恨の結果に終わる、痛恨の思い,"😭,💔,💥"
哀惜,悲しみ,0.9,惜別,哀惜の念を禁じ得ない、哀惜の情に堪えない、哀惜の意を表する、深い哀惜に沈む、哀惜の別れ,"😭,🖤,🥀"
悲愴,悲しみ,0.9,決意,悲愴な決意、悲愴な表情、悲愴感が漂う、悲愴な叫び、悲愴な運命,"😭,🌑,🥀"
憔悴,悲しみ,0.9,疲弊,ひどく憔悴した様子、憔悴しきった表情、憔悴の色を隠せない、仕事で憔悴、憔悴のあまり動けない,"😫,🔋,💔"
沈痛,悲しみ,0.9,重苦しい,沈痛な面持ち、沈痛な空気が漂う、沈痛な面持ちで語る、沈痛な趣、沈痛な表情,"😔,🌑,💧"
爆死,悲しみ,0.9,失敗,ガチャで爆死した、プレゼンで爆死、完全に爆死、爆死して立ち直れない、無残にも爆死,"💥,💀,😭"
優勝逃した,悲しみ,0.9,敗北・後悔,あと一歩で優勝逃した、悔しすぎて涙が止まらない、優勝逃したショックがデカい、惜しくも優勝逃した、優勝逃したけど次はリベンジする,"😭,💔,📉"
落選,悲しみ,0.9,イベント,チケット落選してショック、また落選だった、落選続きで立ち直れない、落選の通知に震える、全落ちで落選の極み,"😭,🌊,🌑"
解散,悲しみ,0.9,推し活・絶望,推しグループが解散で涙、解散発表とかマジで無理、解散の文字を見て絶句、ついに解散の日が来た、解散しても一生推す,"😭,💔,🕊️"
地獄絵図,悲しみ,0.9,カオスな状況,リプ欄が地獄絵図、まさに地獄絵図のような光景、TLが地獄絵図で草、仕事場が地獄絵図、地獄絵図を見て絶句,"🔥,💀,😫"
限界界隈,悲しみ,0.9,自虐・労働,限界界隈の朝は早い、今日も限界界隈で生きてる、限界界隈すぎて笑えない、限界界隈の愚痴大会、限界界隈から抜け出したい,"🔋,😫,💤"
心が折れた,悲しみ,0.9,心折れた,心が折れた、完全に心が折れた、心が折れそう、心が折れかけてる、心が折れた瞬間,"💔,😭,🪨"
ズタボロ,悲しみ,0.9,強い疲弊表現,ズタボロになった、ズタボロすぎ、ズタボロの状態、心がズタボロ、ズタボロで限界,"💔,😭,💀"
涙が止まらない,悲しみ,0.9,号泣の悲しみ,涙が止まらない、涙が止まらなかった、涙が止まらない展開、涙が止まらなくなった、涙が止まらないレベル,"😭,🌊,💧"
立ち直れない,悲しみ,0.9,立ち直れない深さ,立ち直れない、立ち直れないくらい辛い、立ち直れないレベル、立ち直れないかもしれない、立ち直れない出来事,"💔,😭,🌧️"
もう無理,悲しみ,0.9,限界の悲しみ,もう無理、もう本当に無理、もう無理かもしれない、もう無理な気がする、もう無理すぎる,"😭,💔,🚫"
しんどすぎる,悲しみ,0.85,精神的しんどさ,しんどすぎる、しんどすぎて無理、しんどすぎる毎日、しんどすぎて限界、しんどすぎしかない,"😩,💔,🌧️"
ボロボロ,悲しみ,0.85,疲弊・消耗,ボロボロになった、ボロボロすぎる、心がボロボロ、ボロボロの状態、ボロボロで動けない,"💔,😭,🩹"
病んでる,悲しみ,0.85,SNSで病む表現,病んでる、最近病んでる、病んでるかもしれない、病んでる状態、病んでる案件,"😔,💔,🌧️"
感情がない,悲しみ,0.85,感情の麻痺,感情がなくなった、感情がない状態、感情がなくなってる、感情がなさすぎ、感情がないみたい,"😶,💔,🌫️"
喪失感,悲しみ,0.85,喪失の悲しみ,喪失感がある、喪失感がやばい、喪失感に耐えられない、喪失感が強い、喪失感しかない,"💔,😭,🌑"
報われない,悲しみ,0.85,努力が報われない,報われない、報われなかった、報われない辛さ、報われないのが辛い、報われないを感じた,"😭,💔,🌧️"
悲惨,悲しみ,0.85,悲惨な状況,悲惨すぎる、悲惨な結果、悲惨な展開、悲惨すぎて言葉ない、悲惨な現実,"😢,💔,💀"
泣けてしょうがない,悲しみ,0.85,止まらない涙,泣けてしょうがない、泣けてしょうがない展開、泣けてしょうがない話、泣けてしょうがなくなった、泣けてしょうがないレベル,"😭,💧,💕"
報われない辛さ,悲しみ,0.85,努力が報われない辛さ,報われない辛さがある、報われない辛さしかない、報われない辛さを感じた、報われない辛さに耐えてる、報われない辛さが続く,"😭,💔,🌧️"
後悔,悲しみ,0.8,過去の失敗,やらなかったことを後悔、言わなきゃよかったと後悔、後悔先に立たず、後悔しない選択、少しだけ後悔してる,"😔,🌊,⌛"
しんどい,悲しみ,0.8,体調・精神,仕事忙しくてしんどい、推しが尊すぎてしんどい、体がだるくてしんどい、精神的にしんどい、月曜日しんどい,"😫,💔,🔋"
無理ゲー,悲しみ,0.8,困難・絶望,このタスクは無理ゲーすぎる、人生無理ゲー、あまりの難易度に無理ゲー、今の状況は無理ゲー、無理ゲーすぎて笑うしかない,"🎮,😭,🏳️"
情けない,悲しみ,0.8,自己嫌悪,自分が情けない、情けない結果で申し訳ない、情けなくて涙が出る、そんな情けないこと言うな、情けない姿を見せる,"😢,💧,💔"
孤独,悲しみ,0.8,疎外,孤独を感じる、孤独な戦い、孤独に耐える、深い孤独、孤独を愛する,"🌌,🥀,👤"
薄幸,悲しみ,0.8,運命,薄幸な人生、薄幸なヒロイン、幸薄い表情、薄幸を感じる、薄幸の運命,"🥀,🌑,😔"
引退,悲しみ,0.8,喪失,推しが引退して泣く、ついに引退を発表、引退を惜しむ声、引退なんて信じられない、引退後の幸せを願う,"😭,👋,🕊️"
オワコン,悲しみ,0.8,衰退,ついにオワコン、オワコンと言われて悲しい、オワコンからの脱却、完全にオワコン化、オワコンすぎて草,"📉,🥀,👎"
不採用,悲しみ,0.8,自己否定,不採用通知が届いた、不採用で自分を否定された気分、また不採用で悔しい、不採用の結果に凹む、不採用の理由が知りたい,"😢,💧,📁"
ご臨終,悲しみ,0.8,デバイス故障,愛用のスマホがご臨終、PCがご臨終してデータ消えた、ご臨終の知らせに膝から崩れる、突然のご臨終にパニック、修理不能でご臨終,"🙏,📱,💀"
限界,悲しみ,0.8,日常・労働,仕事中だけど限界、睡眠不足で限界突破、もう限界すぎて笑えてきた、メンタル限界、限界オタクの叫び,"😫,🔋,💨"
無慈悲,悲しみ,0.8,不運・システム,無慈悲な通知に絶望、あまりに無慈悲な仕打ち、無慈悲にアカウント消えた、無慈悲な現実に泣く、無慈悲な抽選結果,"😱,💔,🌑"
垢消し,悲しみ,0.8,絶望・離別,垢消しします。今までありがとう、突然の垢消しに驚き、垢消しするほど追い詰められた、垢消ししても忘れない、垢消しからの復活,"👋,🌑,💧"
辛い,悲しみ,0.8,辛さ,辛すぎる、辛くて仕方ない、辛い気持ち、辛いのに頑張ってる、辛い時期,"😢,💔,🌧️"
傷ついた,悲しみ,0.8,心の傷,傷ついた、深く傷ついた、傷ついてる、傷ついたまま、傷ついた言葉,"💔,😢,🩹"
やるせない,悲しみ,0.8,やるせなさ,やるせない気持ち、やるせない展開、やるせなさすぎ、やるせない結果、やるせなくて辛い,"😔,💔,🌧️"
切ない,悲しみ,0.8,切なさ,切ない、切なすぎる、切ない気持ち、切ない展開、切なすぎて泣いた,"😢,💔,🌙"
泣けてくる,悲しみ,0.8,自然と泣けてくる,泣けてくる、なぜか泣けてくる、泣けてくる展開、泣けてくるほど辛い、泣けてきた,"😭,💧,💕"
孤独感,悲しみ,0.8,孤独の悲しみ,孤独感がある、孤独感がやばい、孤独感を感じる、孤独感に包まれてる、孤独感しかない,"😔,💔,🌙"
惜しすぎ,悲しみ,0.8,惜しい悲しみ,惜しすぎる、惜しすぎた、惜しすぎて辛い、惜しすぎる結果、惜しすぎて悔しい,"😢,💔,😤"
疲れた,悲しみ,0.75,疲労と悲しみ,疲れた、心が疲れた、疲れてる、疲れすぎてる、もう疲れた,"😩,💔,🛌"
泣きそう,悲しみ,0.75,泣きそうな状況,泣きそう、泣きそうになってる、泣きそうを通り越した、泣きそうな展開、泣きそうになってしまった,"😢,💧,🥺"
悲しいかな,悲しみ,0.75,悲しみの受容,悲しいかな、悲しいかなそういう結果に、悲しいかなそれが現実、悲しいかなで終わった、悲しいかな案件,"😢,💔,🍂"
無理,悲しみ,0.7,拒絶・限界,マジで無理すぎる、これ以上は無理、尊すぎて無理、無理ゲーすぎて泣く、体力的に無理,"😭,🚫,👋"
悲しい,悲しみ,0.7,一般,悲しい気持ち、お別れが悲しい、悲しいニュース、悲しくて涙が出る、急に悲しくなった,"😢,💧,💔"
憂鬱,悲しみ,0.7,気分,月曜日は憂鬱、憂鬱な気分、憂鬱を吹き飛ばす、憂鬱な空模様、憂鬱な時間が続く,"☔,😔,☁️"
落胆,悲しみ,0.7,不運,ひどく落胆した、落胆の色を隠せない、期待外れで落胆、落胆のあまり動けない、落胆のどん底,"😞,💧,📉"
悲しむ,悲しみ,0.7,一般,死を悲しむ、共に悲しむ、悲しんでいる暇はない、悲しむ必要はない、深く悲しむ,"😢,💧,💔"
虚無,悲しみ,0.7,虚脱感,心が虚無になった、虚無感に襲われる、虚無すぎて何もできない、完全に虚無、虚無の極み,"😶,🌑,🌫️"
負け組,悲しみ,0.7,自虐,自分は負け組、負け組の悲哀、負け組を脱出したい、負け組すぎて泣く、負け組の実感,"😢,📉,💧"
冷める,悲しみ,0.7,覚醒,一気に冷める、気持ちが冷めた、冷めるような発言、冷めていく気分、現実に戻って冷める,"❄️,😑,🌊"
完売,悲しみ,0.7,ショック,目の前で完売した、欲しかったのに完売、秒で完売して泣く、完売の文字を見て絶望、完売で買えなかった悔しさ,"😭,💔,🚫"
圏外,悲しみ,0.7,ランキング,予想外の圏外だった、圏外に沈んで悔しい、圏外の結果に落胆、圏外から這い上がりたい、圏外でショック,"📉,😢,🌑"
凡ミス,悲しみ,0.7,仕事の失敗,凡ミスして自己嫌悪、ありえない凡ミスで凹む、凡ミス続きで泣きたい、凡ミスで迷惑かけた、凡ミスを猛省中,"😭,💧,🙇‍♂️"
進捗ダメです,悲しみ,0.7,労働・自虐,安定の進捗ダメです、進捗ダメですけど寝ます、進捗ダメです報告に涙、進捗ダメです死にたい、進捗ダメですって言いたい,"🐢,😫,💤"
リムる,悲しみ,0.7,離別,相互にリムられたショック、リムるならフォローしないで、リムる勇気が必要、リムる理由を考える、リムられた数に凹む,"👋,💔,📉"
寂しい,悲しみ,0.6,孤独・惜別,会えなくて寂しい、急に寂しくなった、寂しい夜を過ごす、一人だと寂しい、卒業するのが寂しい,"😢,🌌,🌙"
萎える,悲しみ,0.6,日常の落胆,テストの点数低くて萎える、雨降ってきて萎えた、スマホ壊れて萎える、予定キャンセルで萎え、やる気出なくて萎える,"😩,💧,☔"
残念,悲しみ,0.6,結果・不運,結果が残念だった、中止になって残念、非常に残念です、残念な気持ち、残念なお知らせ,"😢,💔,👎"
憂い,悲しみ,0.6,将来,将来を憂う、憂いのある表情、憂いを帯びた瞳、憂いを取り除く、憂いなく過ごす,"😔,☁️,🌊"
未練,悲しみ,0.6,過去,未練がある、未練がましい、未練を断ち切る、未練を感じる、未練たっぷりの別れ,"💔,😔,⌛"
無理ぽ,悲しみ,0.6,諦め,これ以上は無理ぽ、正直無理ぽ、完全に無理ぽ、無理ぽな予感、無理ぽすぎて笑う,"😞,🏳️,👋"
非リア,悲しみ,0.6,自虐,非リアの日常、非リアに厳しいイベント、非リアの集い、非リアすぎて悲しい、非リアな自分,"☁️,👤,💧"
萎え,悲しみ,0.6,落胆,マジで萎え、気分が萎える、萎えすぎて無理、萎え案件、萎えの極み,"😞,💧,👎"
惜しい,悲しみ,0.6,未達成,本当に惜しい結果だった、あと少しで届いたのに惜しい、惜しいところでミスした、惜しすぎて言葉が出ない、非常に惜しい試合,"😢,💦,⌛"
空振り,悲しみ,0.6,期待外れ,期待してたのに空振り、努力が空振りに終わった、完全に空振りした気分、空振り続きで疲れた、空振りで終わる悔しさ,"💨,😞,📉"
未達成,悲しみ,0.6,目標,目標未達成で悔しい、あと少しで未達成、未達成のまま終わる、未達成の不甲斐なさ、未達成の結果を反省,"😔,📝,🔋"
力不足,悲しみ,0.6,仕事の反省,自分の力不足を痛感、力不足で申し訳ない、力不足で結果が出せなかった、力不足をバネにする、完全に力不足だった,"😔,📝,🌊"
反省,悲しみ,0.5,自己改善,深く反省しています、昨日の失言を反省、反省の色が見えない、自分を振り返って反省、反省会をする,"🙇‍♂️,💧,📝"
哀愁,悲しみ,0.5,情緒,哀愁漂う背中、秋の哀愁、哀愁を感じる、哀愁のあるメロディ、哀愁に満ちた風景,"🍂,🎻,🌆"
退屈,悲しみ,0.4,日常,毎日が退屈、退屈な講義、退屈しのぎに動画見る、退屈で死にそう、何もなくて退屈,"💤,🥱,😑"
憎しみ,怒り,1.0,対人,憎しみを抱く、深い憎しみ、憎しみの連鎖、憎しみを超えて、憎しみに燃える,"🖤,🔥,🗡️"
逆上,怒り,1.0,暴走,逆上して暴れる、怒りのあまり逆上、逆上した犯人、逆上を抑えられない、逆上する事態,"😡,💢,💥"
激怒,怒り,1.0,爆発,上司が激怒、激怒する姿、激怒して帰る、激怒に触れる、激怒を鎮める,"😡,🔥,⚡"
憤怒,怒り,1.0,激昂,憤怒に震える、憤怒の表情を浮かべる、激しい憤怒を感じる、憤怒の炎が燃える、憤怒をぶつける,"😡,🔥,⚡"
怨恨,怒り,1.0,敵意,怨恨による犯行、深い怨恨、怨恨を抱く、怨恨の連鎖、怨恨を晴らす,"🖤,🔥,🗡️"
絶許,怒り,1.0,強い怒り,あいつだけは絶許、マジで絶許案件、絶許すぎて許せない、絶許の構え、絶許リスト,"😡,💢,💀"
発狂,怒り,1.0,制御不能,あまりのことに発狂、発狂しそうな忙しさ、発狂寸前、発狂して叫びたい、マジで発狂,"😡,💥,⚡"
大炎上,怒り,1.0,仕事のトラブル,仕事が炎上して帰れない、プロジェクトが大炎上中、大炎上の火消しに追われる、完全に炎上案件、炎上してメンタル死んだ,"🔥,🚨,😫"
クソリプ,怒り,1.0,対人トラブル,クソリプ送ってくるな、クソリプに絡まれた、クソリプ祭りで草、クソリプすぎて引く、クソリプの破壊力,"🤮,👎,🚫"
インプレゾンビ,怒り,1.0,SNS問題,インプレゾンビが湧いてて不快、リプ欄がインプレゾンビだらけ、インプレゾンビ排除してほしい、インプレゾンビのせいで会話できない、またインプレゾンビかよ,"🧟‍♂️,🚫,💢"
怒りが爆発,怒り,0.95,爆発的怒り,怒りが爆発した、怒りが爆発しそう、怒りが爆発する寸前、怒りが爆発案件、怒りが爆発レベル,"💥,😡,🌋"
屈辱,怒り,0.9,対人,屈辱的な扱いを受けた、負けて屈辱を感じる、屈辱に震える、これ以上の屈辱はない、屈辱を晴らしたい,"💢,👺,🌑"
憤慨,怒り,0.9,不正,不当な扱いに憤慨、憤慨を禁じ得ない、憤慨した様子、国民が憤慨、憤慨やる方ない,"😡,💢,⚡"
憎い,怒り,0.9,敵意,あいつが憎い、憎いあんちくしょう、自分が憎い、憎いけれど愛してる、憎い運命,"🖤,🔥,🗡️"
嫌悪,怒り,0.9,拒絶,嫌悪感を抱く、自己嫌悪に陥る、嫌悪の対象、生理的な嫌悪、嫌悪感を隠せない,"🤮,👎,🚫"
嫌悪感,怒り,0.9,拒絶,嫌悪感を抱く、生理的な嫌悪感、嫌悪感を隠せない、強い嫌悪感を感じる、自己嫌悪感に陥る,"🤢,👎,🚫"
侮辱,怒り,0.9,対人,侮辱的な言葉、侮辱を受ける、侮辱に耐える、自分への侮辱、相手を侮辱する行為,"💢,👺,👎"
怨み,怒り,0.9,対人,怨みを晴らす、怨みを抱く、深い怨み、怨みのこもった声、怨み言を言う,"🖤,🔥,🗡️"
クソゲー,怒り,0.9,趣味,マジでクソゲーすぎる、時間を返してほしいクソゲー、救いようのないクソゲー、クソゲーすぎて笑える、二度とやらないクソゲー,"🎮,💢,🤮"
炎上,怒り,0.9,社会問題,不適切な発言で炎上、ネットで炎上してる、炎上を抑える、炎上覚悟で言う、炎上の火種,"🔥,😡,🚨"
クソ対応,怒り,0.9,不当な扱い,店のクソ対応に激怒、あまりのクソ対応、クソ対応すぎて呆れる、二度と行かないクソ対応、クソ対応に耐えられない,"💢,👎,🤮"
逆転負け,怒り,0.9,勝負,まさかの逆転負け、逆転負けして腹立つ、逆転負けのショックがデカい、最後の最後で逆転負け、悔しすぎる逆転負け,"😡,💢,💥"
積んだのに,怒り,0.9,推し活の不運,あんなに積んだのに落選、積んだのに自引きできない、積んだのに報われない悔しさ、積んだのに全落ちとか嘘でしょ、積んだのに当たらない闇,"💢,💸,💥"
シャドウバン,怒り,0.9,SNSトラブル,またシャドウバンされてる、シャドウバンとかマジで勘弁して、シャドウバンチェックしたら真っ赤、シャドウバンいつ解けるの、シャドウバン祭りで草,"🚫,👻,💢"
特大ブーメラン,怒り,0.9,皮肉,特大ブーメランが刺さってる、ブーメランすぎて草、特大ブーメランの使い手、見事な特大ブーメラン、特大ブーメランに苦笑,"🪃,💥,🤣"
ぶちぎれ,怒り,0.9,激しい怒り,ぶちぎれた、ぶちぎれそう、ぶちぎれ案件、ぶちぎれを超えた、ぶちぎれる寸前,"😡,💥,🔥"
ガチギレ,怒り,0.9,SNSの激怒表現,ガチギレした、ガチギレ案件、ガチギレレベル、ガチギレ確定、ガチギレしてる,"😡,💢,🔥"
沸点超えた,怒り,0.9,沸点を超えた怒り,沸点超えた、沸点を超えた、沸点超えてる、沸点超えすぎ、沸点を超える発言,"🌡️,🔥,💢"
許さない,怒り,0.9,許さない宣言,絶対許さない、許せない、許さないから、許さない案件、許さないと誓った,"😡,⚔️,💢"
もう我慢できない,怒り,0.9,我慢の限界,もう我慢できない、もう我慢できないレベル、もう我慢できないくらい腹立つ、もう我慢できない案件、もう我慢できなくなった,"😡,💥,🚫"
激おこ,怒り,0.85,ネット激怒表現,激おこすぎ、激おこ案件、激おこになった、激おこレベル、激おこぷんぷん丸,"😡,💢,🌋"
キレ散らかす,怒り,0.85,キレ散らかし表現,キレ散らかしてる、キレ散らかした、キレ散らかしそう、キレ散らかし案件、キレ散らかすレベル,"😡,💢,🔥"
怒りが収まらない,怒り,0.85,持続する怒り,怒りが収まらない、怒りが収まらないレベル、怒りが収まらなくなった、怒りが収まらない案件、怒りが収まらない件,"😡,🔥,💢"
怒鳴りたい,怒り,0.85,怒鳴りたいレベルの怒り,怒鳴りたいくらい怒ってる、怒鳴りたい気持ち、怒鳴りたくなる発言、怒鳴りたいほど腹立つ、怒鳴りたいを我慢してる,"😡,💢,🔊"
非常識,怒り,0.85,非常識への怒り,非常識すぎる、非常識な発言、非常識な行動、非常識でしかない、非常識を超えてる,"😡,🚫,💢"
ありえない対応,怒り,0.85,対応への怒り,ありえない対応、ありえない対応すぎる、ありえない対応をされた、ありえない対応に怒ってる、ありえない対応案件,"😡,🚫,💢"
舐めてる,怒り,0.85,舐めた態度への怒り,舐めてる、舐めてるにも程がある、舐めた対応、舐めすぎ、完全に舐めてる,"😡,💢,👊"
逆ギレ,怒り,0.85,逆ギレへの怒り,逆ギレされた、逆ギレしてくる、逆ギレ案件、逆ギレを喰らった、逆ギレされて怒ってる,"😡,💢,🔄"
暴言,怒り,0.85,暴言への怒り,暴言を吐かれた、暴言案件、暴言すぎる、暴言を受けた、暴言を言われた,"😡,💢,🔊"
激しく怒ってる,怒り,0.85,激しい怒り,激しく怒ってる、激しく怒った、激しく怒りを感じる、激しく怒ってる案件、激しく怒りしかない,"😡,🔥,💢"
弁解の余地なし,怒り,0.85,完全な非難,弁解の余地なし、弁解の余地なしの行動、弁解の余地なしすぎ、弁解の余地なし案件、弁解の余地なし確定,"😡,🚫,💢"
ムカつく,怒り,0.8,対人,あいつマジでムカつく、言い方がムカつく、ムカつく態度、本当にムカついてきた、思い出すだけでムカつく,"💢,😤,🔥"
腹立つ,怒り,0.8,対人・トラブル,無神経な言葉に腹立つ、マナーが悪くて腹立つ、マジで腹立つんだけど、腹立つことがあった、思い出すだけで腹立つ,"💢,🔥,😡"
怒り,怒り,0.8,一般,怒りを抑える、激しい怒りを感じる、怒りに任せる、怒りが爆発、怒りの矛先,"💢,🔥,😡"
軽蔑,怒り,0.8,対人,軽蔑の眼差し、自分を軽蔑する、相手を軽蔑、軽蔑に値する行為、軽蔑を隠せない,"😒,👎,🌑"
憤り,怒り,0.8,不正,隠せない憤り、憤りを感じる、強い憤り、憤りをぶつける、社会への憤り,"😡,💢,🔥"
地雷,怒り,0.8,回避対象,あの人の地雷を踏んだ、自分にとっての地雷、地雷案件すぎる、地雷臭がする、地雷すぎて無理,"💣,⚠️,💢"
悔しい,怒り,0.8,不甲斐なさ,マジで悔しい、悔しくて眠れない夜、自分の力不足が悔しい、悔しい思いをバネにする、負けて本当に悔しい,"🔥,😤,💢"
おまいう,怒り,0.8,議論・皮肉,お前が言うな（おまいう）案件、おまいう過ぎて笑う、完全におまいうで草、おまいうの極み、おまいうの嵐に困惑,"😒,💬,💥"
ブロ解,怒り,0.8,関係リセット,ブロ解されてることに気づいた、ブロ解推奨します、ブロ解で縁を切る、ブロ解の手間が惜しい、ブロ解の通知はない,"🚫,💨,⚡"
虚言癖,怒り,0.8,不信,あの人の虚言癖は有名、虚言癖すぎて呆れる、虚言癖ツイートに惑わされるな、虚言癖の末路、虚言癖を疑う,"🤥,👎,🙄"
頭にくる,怒り,0.8,怒りの感情,頭にくる、頭にくる発言、頭にくる行動、頭にきすぎ、頭にくる案件,"😤,💢,🔥"
腹が立つ,怒り,0.8,腹立たしさ,腹が立つ、腹が立つ発言、腹が立つ行動、腹が立ちすぎ、腹が立って仕方ない,"😤,💢,🔥"
不誠実,怒り,0.8,不誠実への怒り,不誠実すぎる、不誠実な対応、不誠実な発言、不誠実でしかない、不誠実を感じる,"😡,💢,🚫"
目に余る,怒り,0.8,見過ごせない怒り,目に余る行動、目に余る発言、目に余りすぎ、目に余る案件、もう目に余る,"😡,👀,💢"
カチンとくる,怒り,0.75,かちんとした怒り,カチンとくる、カチンとくる発言、カチンとくる言い方、カチンとき過ぎ、カチンとくる態度,"😡,💢,⚡"
不愉快,怒り,0.75,不愉快な気持ち,不愉快すぎる、不愉快な発言、不愉快な対応、不愉快でしかない、不愉快を通り越した,"😤,💢,😖"
正直腹立つ,怒り,0.75,率直な怒り,正直腹立つ、正直かなり腹立つ、正直かなり怒ってる、正直腹立つ発言、正直腹立つ対応,"😤,💢,😐"
嫌悪感を覚える,怒り,0.75,嫌悪を伴う怒り,嫌悪感を覚える発言、嫌悪感を覚えた、嫌悪感を覚えるレベル、嫌悪感を覚える行動、嫌悪感を覚えてしまう,"😡,🤢,💢"
うざい,怒り,0.7,対人・広告,この広告うざい、あいつの態度がうざい、通知多すぎてうざい、うざい絡み方された、まじでうざいんだけど,"💢,😒,🙄"
イライラ,怒り,0.7,日常のストレス,渋滞でイライラする、自分の不甲斐なさにイライラ、ネットが遅くてイライラ、些細なことでイライラ、イライラが止まらない,"💢,⚡,😤"
嫉妬,怒り,0.7,対人,嫉妬を感じる、嫉妬に狂う、嫉妬心を抑える、無駄な嫉妬、嫉妬の対象,"🐍,🔥,🌑"
苛立ち,怒り,0.7,ストレス,苛立ちをぶつける、募る苛立ち、苛立ちが顔に出る、苛立ちを抑えきれない、自分への苛立ち,"😤,⚡,💢"
不信感,怒り,0.7,不信,不信感を抱く、募る不信感、不信感を拭えない、相手への不信感、社会に対する不信感,"😒,🌑,👤"
遺憾,怒り,0.7,公式,極めて遺憾、遺憾の意を表する、遺憾な事態、遺憾ながら、遺憾に思う,"😑,💼,📜"
不快,怒り,0.7,感覚,不快な気分、不快感を与える、不快な音、不快な思いをさせる、不快な場所,"😒,👎,💨"
不快感,怒り,0.7,感覚,不快感を与える、不快感を覚える、周囲に広がる不快感、不快感を解消する、強い不快感,"😒,👎,💨"
塩対応,怒り,0.7,対人関係,あまりの塩対応に驚き、店員の塩対応にイライラ、塩対応すぎて悲しい、冷たい塩対応、塩対応に耐える,"🧂,😑,❄️"
お気持ち表明,怒り,0.7,議論・批判,お気持ち表明ツイートが流れてきた、また誰かがお気持ち表明してる、長文のお気持ち表明に困惑、お気持ち表明するほど怒ってる、お気持ち表明の嵐,"😑,💬,🔥"
不服,怒り,0.6,異議,不服を申し立てる、不服そうな顔、判定に不服、不服がある、不服を唱える,"😤,👎,💬"
不満,怒り,0.6,日常,不満が溜まる、不満を漏らす、現状に不満、不満そうな口ぶり、不満を解消する,"😒,💬,🔋"
不本意,怒り,0.6,納得感,不本意な結果に終わる、不本意ながら承諾する、本心では不本意、不本意な形での別れ、不本意な異動,"😑,👎,💢"
マジレス,怒り,0.6,対人トラブル,ネタにマジレスされて萎える、マジレスの嵐に困惑、マジレス禁止の空気感、マジレスして嫌われる、ついマジレスしてしまった,"😑,💢,🚫"
通知オフ,怒り,0.6,回避,通知オフにして自衛、通知オフ推奨の盛り上がり、通知オフに設定した、通知オフでも漏れてくる、通知オフで静かになった,"🔕,🔇,🛡️"
情弱,怒り,0.6,批判,情弱すぎて話にならない、情弱を騙す手口、自分が情弱で悔しい、情弱を卒業したい、情弱の極み,"😑,🚫,📉"
モヤモヤ,怒り,0.5,未解消の不満,何となくモヤモヤする、言い返せなくてモヤモヤ、納得いかずにモヤモヤ、気持ちがモヤモヤ、ずっとモヤモヤしてる,"☁️,😑,🌀"
推し被り,怒り,0.5,推し活の複雑な感情,推し被り拒否で辛い、推し被りしてモヤモヤ、推し被りが地雷、推し被りすぎて複雑、推し被りに敏感,"⚡,😑,🌀"
生理的に無理,嫌悪,0.95,生理的嫌悪,生理的に無理、生理的に無理な人、生理的に無理案件、生理的に無理すぎ、生理的に無理を感じる,"🤢,🚫,💀"
最低最悪,嫌悪,0.95,最低最悪の評価,最低最悪すぎる、最低最悪案件、最低最悪の対応、最低最悪確定、最低最悪でしかない,"💀,🚫,👎"
通報案件,嫌悪,0.9,SNS通報,通報案件すぎる、完全に通報案件、これは通報案件、通報案件確定、通報案件レベル,"🚨,🚫,⚠️"
害悪,嫌悪,0.9,害悪認定,害悪すぎる、害悪認定、これが害悪、害悪でしかない、害悪案件,"🚫,💀,⚠️"
救いようがない,嫌悪,0.9,絶望的批判,救いようがない、救いようがなさすぎ、救いようがない発言、もう救いようがない、救いようがない案件,"🚫,💀,😤"
